2023-03-14 17:48:07.753912,28.25,1.27,0.00,720.97
2023-03-14 17:48:08.429178,28.25,1.31,0.00,13.04
2023-03-14 17:48:09.696402,28.25,1.28,0.00,5.98
2023-03-14 17:48:10.955854,28.25,1.31,116.54,6.06
2023-03-14 17:48:12.311456,28.25,1.28,130.96,5.84
2023-03-14 17:48:13.516661,28.25,1.28,131.27,5.87
2023-03-14 17:48:14.804814,28.25,1.31,131.27,5.82
2023-03-14 17:48:16.210938,28.25,1.31,131.27,5.84
2023-03-14 17:48:17.534099,28.30,1.31,131.14,5.86
2023-03-14 17:48:19.454472,28.25,1.28,131.26,5.87
2023-03-14 17:48:21.111073,28.25,1.31,131.27,5.86
2023-03-14 17:48:23.234824,28.25,1.31,131.27,5.84
2023-03-14 17:48:25.495207,28.25,1.28,131.27,5.86
2023-03-14 17:48:27.594729,28.25,1.31,131.27,5.86
2023-03-14 17:48:29.851458,28.25,1.31,131.27,5.84
2023-03-14 17:48:32.153039,28.25,1.31,131.27,5.86
2023-03-14 17:48:34.512748,28.25,1.31,131.27,6.06
2023-03-14 17:48:36.854612,28.25,1.28,131.27,5.91
2023-03-14 17:48:39.144039,28.25,1.31,131.27,5.91
2023-03-14 17:48:41.427866,28.25,1.28,131.27,5.91
2023-03-14 17:48:43.716994,28.25,0.14,131.27,6.01
2023-03-14 17:48:45.870608,28.25,1.30,131.27,6.06
2023-03-14 17:48:48.005107,28.25,1.30,0.00,723.74
2023-03-14 17:48:50.183171,28.25,1.33,0.00,13.11
2023-03-14 17:48:52.338422,28.25,1.31,0.00,5.98
2023-03-14 17:48:54.507978,28.25,1.33,118.15,5.93
2023-03-14 17:48:56.679205,28.25,1.28,131.14,5.91
2023-03-14 17:48:58.750245,28.25,1.28,131.27,6.06
2023-03-14 17:49:01.023363,28.25,1.31,131.27,5.91
2023-03-14 17:49:03.204407,28.25,1.31,131.27,5.91
2023-03-14 17:49:05.463570,28.25,1.28,131.27,5.91
2023-03-14 17:49:07.597051,28.25,1.31,131.27,5.87
2023-03-14 17:49:09.838643,28.25,1.31,131.27,6.06
2023-03-14 17:49:12.041061,28.25,1.28,131.27,6.06
2023-03-14 17:49:14.300709,28.25,1.31,131.27,6.06
2023-03-14 17:49:16.470563,28.25,1.33,131.27,6.06
2023-03-14 17:49:18.717867,28.25,1.33,131.27,6.06
2023-03-14 17:49:20.840011,28.25,1.28,131.27,5.87
2023-03-14 17:49:23.119190,28.25,1.31,131.27,5.84
2023-03-14 17:49:25.299028,28.25,1.28,131.27,5.84
2023-03-14 17:49:27.489499,28.25,1.31,131.27,5.87
2023-03-14 17:49:29.691444,28.25,1.33,131.27,5.84
2023-03-14 17:49:31.769636,28.25,0.14,131.27,5.87
2023-03-14 17:49:33.944649,28.25,1.30,131.27,5.87
2023-03-14 17:49:36.011279,28.24,1.30,0.00,712.51
2023-03-14 17:49:38.167077,28.18,1.31,0.00,12.91
2023-03-14 17:49:40.268001,28.18,1.28,0.00,5.91
2023-03-14 17:49:42.433913,28.19,1.28,115.60,5.80
2023-03-14 17:49:44.532879,28.19,1.28,130.93,5.80
2023-03-14 17:49:46.704958,28.19,1.33,131.42,5.84
2023-03-14 17:49:48.839443,28.24,1.28,131.29,5.86
2023-03-14 17:49:50.992087,28.24,1.31,131.27,5.84
2023-03-14 17:49:53.187897,28.19,1.28,131.41,6.04
2023-03-14 17:49:55.337547,28.19,1.33,131.42,6.09
2023-03-14 17:49:57.497761,28.18,1.28,131.42,5.91
2023-03-14 17:49:59.547699,28.24,1.31,131.29,6.06
2023-03-14 17:50:01.741990,28.19,1.31,131.41,6.09
2023-03-14 17:50:03.878552,28.24,1.28,131.29,6.06
2023-03-14 17:50:06.041999,28.24,1.31,131.27,6.06
2023-03-14 17:50:08.268493,28.18,1.31,131.41,6.09
2023-03-14 17:50:10.509620,28.24,1.31,131.29,6.06
2023-03-14 17:50:12.696690,28.19,1.31,131.41,6.06
2023-03-14 17:50:14.892674,28.24,1.31,131.29,5.85
2023-03-14 17:50:17.165062,28.18,1.31,131.41,6.06
2023-03-14 17:50:19.303829,28.24,0.14,131.29,6.06
2023-03-14 17:50:21.560557,28.19,1.30,131.41,6.09
2023-03-14 17:50:23.765399,28.24,1.27,0.00,723.74
2023-03-14 17:50:26.025159,28.24,1.33,0.00,13.09
2023-03-14 17:50:28.162167,28.25,1.28,0.00,5.98
2023-03-14 17:50:30.457935,28.18,1.31,118.28,5.91
2023-03-14 17:50:32.655711,28.19,1.28,131.29,5.91
2023-03-14 17:50:34.904367,28.19,1.31,131.42,5.91
2023-03-14 17:50:37.079862,28.24,1.31,131.29,6.09
2023-03-14 17:50:39.387041,28.24,1.33,131.27,5.87
2023-03-14 17:50:41.592315,28.19,1.31,131.41,5.87
2023-03-14 17:50:43.811816,28.24,1.31,131.29,6.04
2023-03-14 17:50:46.067963,28.24,1.31,131.27,6.06
2023-03-14 17:50:48.286966,28.24,1.28,131.27,5.91
2023-03-14 17:50:50.540130,28.18,1.28,131.41,5.91
2023-03-14 17:50:52.712123,28.24,1.28,131.29,5.92
2023-03-14 17:50:54.926019,28.24,1.31,131.27,5.93
2023-03-14 17:50:57.055397,28.24,1.28,131.27,5.93
2023-03-14 17:50:59.235112,28.18,1.28,131.41,5.91
2023-03-14 17:51:01.393159,28.18,1.31,131.42,5.91
2023-03-14 17:51:03.609447,28.19,1.28,131.42,6.04
2023-03-14 17:51:05.717393,28.24,1.28,131.29,5.92
2023-03-14 17:51:07.914645,28.18,0.14,131.41,5.92
2023-03-14 17:51:10.154943,28.19,1.30,131.42,6.09
2023-03-14 17:51:12.401091,28.18,1.32,0.00,718.16
2023-03-14 17:51:14.679216,28.18,1.33,0.00,13.01
2023-03-14 17:51:16.896014,28.18,1.31,0.00,5.94
2023-03-14 17:51:19.170370,28.19,1.28,118.28,6.06
2023-03-14 17:51:21.379691,28.24,1.28,131.16,5.92
2023-03-14 17:51:23.567342,28.19,1.31,131.40,6.06
2023-03-14 17:51:25.841032,28.24,1.28,131.29,6.06
2023-03-14 17:51:28.090007,28.24,1.28,131.27,5.91
2023-03-14 17:51:30.238788,28.19,1.31,131.41,6.09
2023-03-14 17:51:32.525671,28.19,1.31,131.42,5.91
2023-03-14 17:51:34.740098,28.24,1.31,131.29,5.91
2023-03-14 17:51:36.931373,28.24,1.28,131.27,5.93
2023-03-14 17:51:39.214190,28.25,1.31,131.27,5.91
2023-03-14 17:51:41.375698,28.25,1.31,131.27,5.91
2023-03-14 17:51:43.642380,28.19,1.33,131.41,6.09
2023-03-14 17:51:45.790389,28.24,1.31,131.29,5.85
2023-03-14 17:51:48.035592,28.24,1.31,131.27,5.87
2023-03-14 17:51:50.195138,28.24,1.31,131.27,5.84
2023-03-14 17:51:52.438072,28.25,1.31,131.27,5.82
2023-03-14 17:51:54.645754,28.24,1.31,131.27,5.80
2023-03-14 17:51:56.892507,28.24,0.14,131.27,5.82
2023-03-14 17:51:59.623509,28.24,1.30,131.27,5.78
2023-03-14 17:52:02.078054,28.19,1.27,0.00,671.69
2023-03-14 17:52:04.427185,28.24,1.28,0.00,12.16
2023-03-14 17:52:06.623135,28.18,1.31,0.00,5.63
2023-03-14 17:52:09.613370,28.18,1.28,115.60,5.66
2023-03-14 17:52:10.378807,28.18,1.28,129.32,5.68
2023-03-14 17:52:11.000412,28.18,1.31,129.63,5.73
2023-03-14 17:52:11.498535,28.18,1.31,129.63,5.75
2023-03-14 17:52:12.367724,28.19,1.33,129.63,5.77
2023-03-14 17:52:13.099694,28.18,1.31,129.63,5.82
2023-03-14 17:52:13.625083,28.19,1.31,129.63,5.86
2023-03-14 17:52:15.693001,28.18,1.28,131.24,6.06
2023-03-14 17:52:17.889070,28.18,1.28,131.42,5.91
2023-03-14 17:52:20.066065,28.19,1.33,131.42,5.91
2023-03-14 17:52:22.208129,28.18,1.33,131.42,5.91
2023-03-14 17:52:24.445507,28.18,1.31,131.42,6.09
2023-03-14 17:52:26.585857,28.18,1.26,131.42,5.91
2023-03-14 17:52:28.838872,28.18,1.28,131.42,5.91
2023-03-14 17:52:31.025744,28.18,1.31,131.42,6.09
2023-03-14 17:52:33.266741,28.18,1.28,131.42,5.93
2023-03-14 17:52:35.472051,28.18,1.28,131.42,5.91
2023-03-14 17:52:37.733753,28.18,0.14,131.42,6.06
2023-03-14 17:52:39.994689,28.18,1.30,131.42,6.06
2023-03-14 17:52:42.222067,28.18,1.30,0.00,699.09
2023-03-14 17:52:44.425564,28.24,1.28,0.00,12.68
2023-03-14 17:52:46.688625,28.18,1.31,0.00,5.82
2023-03-14 17:52:48.850994,28.18,1.31,115.60,5.73
2023-03-14 17:52:50.977056,28.18,1.24,129.32,5.64
2023-03-14 17:52:53.244727,28.18,1.31,129.63,5.49
2023-03-14 17:52:55.424760,28.18,1.28,129.63,5.56
2023-03-14 17:52:57.671324,28.18,1.28,129.63,5.20
2023-03-14 17:52:59.751988,28.18,1.28,129.63,5.13
2023-03-14 17:53:01.956442,28.18,1.31,129.63,5.06
2023-03-14 17:53:04.067143,28.18,1.31,129.63,4.99
2023-03-14 17:53:06.276334,28.18,1.26,129.63,4.86
2023-03-14 17:53:08.440279,28.18,1.31,129.63,4.97
2023-03-14 17:53:10.696042,28.18,1.31,129.63,4.73
2023-03-14 17:53:12.870254,28.18,1.28,129.63,4.71
2023-03-14 17:53:15.072511,28.18,1.33,129.63,4.74
2023-03-14 17:53:17.348570,28.18,1.31,129.63,4.94
2023-03-14 17:53:19.519043,28.18,1.33,129.63,5.25
2023-03-14 17:53:21.760613,28.18,1.31,129.63,5.10
2023-03-14 17:53:23.931884,28.18,1.31,129.63,5.06
2023-03-14 17:53:26.244098,28.18,0.14,129.63,4.97
2023-03-14 17:53:28.463252,28.18,1.30,129.63,4.80
2023-03-14 17:53:30.660481,28.18,1.27,0.00,528.94
2023-03-14 17:53:32.853742,28.18,1.31,0.00,9.69
2023-03-14 17:53:35.117920,28.19,1.31,0.00,4.65
2023-03-14 17:53:37.346937,28.24,1.31,116.54,4.74
2023-03-14 17:53:39.629559,28.18,1.31,129.49,4.79
2023-03-14 17:53:41.809534,28.18,1.33,129.63,4.85
2023-03-14 17:53:43.971293,28.19,1.28,129.63,4.94
2023-03-14 17:53:46.244862,28.18,1.33,129.63,4.96
2023-03-14 17:53:48.466965,28.18,1.31,129.63,5.01
2023-03-14 17:53:50.629898,28.18,1.31,129.63,5.07
2023-03-14 17:53:52.776266,28.18,1.28,129.63,5.18
2023-03-14 17:53:54.968328,28.18,1.31,129.63,5.27
2023-03-14 17:53:57.121818,28.18,1.28,129.63,5.39
2023-03-14 17:53:59.320612,28.18,1.33,129.63,5.45
2023-03-14 17:54:01.370260,28.18,1.33,129.63,5.51
2023-03-14 17:54:03.622152,28.19,1.31,129.63,5.57
2023-03-14 17:54:05.796561,28.18,1.26,129.63,5.55
2023-03-14 17:54:08.035266,28.18,1.31,129.63,5.57
2023-03-14 17:54:10.212328,28.18,1.28,129.63,5.64
2023-03-14 17:54:12.356302,28.18,1.33,129.63,5.64
2023-03-14 17:54:14.609534,28.18,0.14,129.63,5.64
2023-03-14 17:54:16.733635,28.18,1.27,129.63,5.62
2023-03-14 17:54:18.926389,28.24,1.30,0.00,660.31
2023-03-14 17:54:21.125570,28.18,1.28,0.00,11.98
2023-03-14 17:54:23.530614,28.18,1.28,0.00,5.52
2023-03-14 17:54:25.710428,28.19,1.31,113.44,5.41
2023-03-14 17:54:27.933227,28.24,1.33,129.20,5.46
2023-03-14 17:54:30.017600,28.18,1.31,129.61,5.46
2023-03-14 17:54:32.219252,28.24,1.31,129.50,5.48
2023-03-14 17:54:34.346796,28.19,1.31,129.62,5.48
2023-03-14 17:54:36.543163,28.18,1.33,129.63,5.53
2023-03-14 17:54:38.725313,28.18,1.31,129.63,5.53
2023-03-14 17:54:40.883900,28.18,1.26,129.63,5.55
2023-03-14 17:54:43.122150,28.18,1.31,129.63,5.53
2023-03-14 17:54:45.276948,28.24,1.33,129.50,5.55
2023-03-14 17:54:47.521166,28.24,1.28,129.49,5.57
2023-03-14 17:54:49.701730,28.18,1.26,129.62,5.57
2023-03-14 17:54:51.902607,28.24,1.31,129.50,5.57
2023-03-14 17:54:54.050954,28.19,1.28,129.62,5.57
2023-03-14 17:54:56.281112,28.24,1.28,129.50,5.57
2023-03-14 17:54:58.429841,28.18,1.31,129.62,5.47
2023-03-14 17:55:00.597790,28.24,1.31,129.50,5.38
2023-03-14 17:55:02.722218,28.24,0.14,129.49,5.16
2023-03-14 17:55:05.404688,28.19,1.30,129.62,5.11
2023-03-14 17:55:07.646615,28.18,1.30,0.00,643.95
2023-03-14 17:55:09.950920,28.19,1.28,0.00,11.60
2023-03-14 17:55:12.487420,28.24,1.31,0.00,5.06
2023-03-14 17:55:14.675988,28.24,1.33,113.31,5.01
2023-03-14 17:55:17.208421,28.18,1.31,127.52,5.08
2023-03-14 17:55:19.414365,28.19,1.28,129.45,5.15
2023-03-14 17:55:21.969856,28.19,1.28,129.63,5.21
2023-03-14 17:55:24.185753,28.24,1.31,129.50,5.19
2023-03-14 17:55:26.417266,28.18,1.28,129.62,5.19
2023-03-14 17:55:28.553806,28.24,1.31,129.50,5.13
2023-03-14 17:55:31.102075,28.18,1.28,129.62,5.02
2023-03-14 17:55:31.800977,28.18,1.31,129.63,4.99
2023-03-14 17:55:32.630310,28.19,1.31,129.63,4.99
