7.39,2536.37
7.42,259.06
7.44,31.33
7.42,8.53
7.44,6.27
7.45,6.07
7.45,6.05
7.47,6.07
7.47,6.07
7.47,6.09
7.47,6.1
7.5,6.1
7.48,6.1
7.5,6.1
7.5,6.12
0.75,6.12
6.83,6.1
7.43,6.1
7.53,2576.33
7.53,263.16
7.53,31.84
7.53,8.71
7.55,6.38
7.53,6.17
7.55,6.15
7.56,6.14
7.53,6.14
7.55,6.14
7.56,6.14
7.56,6.14
7.56,6.16
7.56,6.14
7.56,6.14
0.76,6.14
6.88,6.14
7.51,6.14
7.58,2576.35
7.58,263.18
7.58,31.86
7.58,8.73
7.58,6.42
7.58,6.19
7.61,6.17
7.61,6.18
7.59,6.19
7.58,6.19
7.61,6.19
7.59,6.19
7.58,6.19
7.61,6.19
7.61,6.19
0.76,6.19
6.93,6.19
7.54,6.19
7.61,2604.39
7.61,266.03
7.61,32.19
7.61,8.81
7.61,6.47
7.61,6.24
7.61,6.21
7.64,6.21
7.61,6.21
7.61,6.21
7.64,6.21
7.61,6.21
7.61,6.21
7.64,6.21
7.61,6.21
0.76,6.23
6.93,6.23
7.54,6.23
7.64,2614.31
7.64,267.04
7.64,32.29
7.61,8.84
7.64,6.49
7.64,6.26
7.61,6.24
7.64,6.23
7.64,6.23
7.64,6.23
7.64,6.21
7.61,6.21
7.64,6.21
7.64,6.21
7.61,6.21
0.76,6.21
6.95,6.23
7.57,6.23
7.64,2624.35
7.64,268.09
7.64,32.46
7.64,8.92
7.64,6.57
7.64,6.33
7.61,6.31
7.64,6.31
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
0.76,6.28
6.95,6.28
7.57,6.28
7.61,2624.35
7.64,268.09
7.64,32.48
7.61,8.92
7.64,6.55
7.64,6.31
7.61,6.28
7.64,6.28
7.64,6.28
7.61,6.28
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
0.76,6.28
6.95,6.28
7.57,6.28
7.61,2634.35
7.64,269.09
7.64,32.56
7.61,8.89
7.64,6.52
7.64,6.28
7.61,6.26
7.64,6.26
7.64,6.26
7.61,6.26
7.64,6.26
7.64,6.28
7.64,6.26
7.64,6.26
7.64,6.28
0.76,6.28
6.93,6.28
7.57,6.28
7.64,2634.35
7.64,269.09
7.64,32.56
7.64,8.91
7.61,6.54
7.61,6.31
7.64,6.26
7.64,6.26
7.61,6.26
7.64,6.26
7.64,6.26
7.61,6.26
7.64,6.28
7.64,6.28
7.61,6.28
0.76,6.28
6.95,6.28
7.54,6.28
7.61,2644.38
7.64,270.11
7.64,32.69
7.61,8.94
7.64,6.57
7.64,6.31
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
7.61,6.28
7.64,6.28
7.64,6.28
7.64,6.28
7.64,6.28
0.76,6.26
6.93,6.28
7.57,6.26
7.64,2624.33
7.64,268.07
7.64,32.44
7.64,8.88
7.64,6.52
7.64,6.28
7.61,6.26
7.64,6.26
7.64,6.26
7.64,6.26
7.64,6.26
7.64,6.26
7.64,6.26
7.61,6.26
7.64,6.26
0.76,6.26
6.93,6.26
7.57,6.26
7.64,2634.35
7.64,269.11
7.61,32.56
7.64,8.91
7.64,6.57
7.61,6.33
7.64,6.31
7.64,6.28
7.61,6.28
7.64,6.28
7.64,6.28
7.61,6.28
7.64,6.28
7.64,6.28
7.61,6.28
0.76,6.28
6.95,6.28
7.54,6.28
7.61,2644.38
7.61,270.11
7.64,32.69
7.61,8.94
7.61,6.57
7.64,6.33
7.61,6.31
7.61,6.31
7.61,6.31
7.61,6.31
7.61,6.31
7.64,6.31
